movie_id,genre_id
202,8
202,15
203,5
204,1
205,5
205,8
206,7
207,8
207,15
208,1
208,2
208,16
209,8
210,19
211,8
212,2
212,5
212,6
212,14
213,8
214,8
214,18
215,8
215,15
216,5
217,8
217,17
218,5
218,8
219,8
220,11
222,8
222,15
223,5
224,5
224,8
224,15
225,8
225,17
226,17
227,1
227,17
228,5
229,8
229,17
230,8
230,17
231,2
231,5
232,5
232,8
232,15
233,8
234,5
235,5
235,8
236,1
236,5
236,15
237,5
237,15
238,2
238,4
239,3
239,4
239,5
239,15
240,17
241,4
241,8
242,8
242,13
243,4
243,5
243,9
244,3
244,4
245,6
245,8
246,7
247,6
247,8
248,5
249,8
249,15
250,4
250,5
251,1
252,5
252,15
253,8
253,11
254,8
255,5
256,5
256,16
257,14
257,17
258,2
258,4
258,5
258,9
258,15
259,6
259,8
259,17
260,1
260,2
260,16
261,8
262,4
262,8
263,8
264,8
265,8
265,9
265,15
266,8
266,15
266,18
266,19
267,5
268,6
268,8
269,8
270,8
270,15
271,8
272,5
272,8
273,8
273,11
273,16
274,5
275,5
276,5
276,15
277,8
278,5
279,8
280,8
280,17
281,5
281,8
281,15
282,8
283,6
283,8
284,1
284,6
285,8
285,11
286,1
286,16
286,17
287,5
287,15
288,1
288,6
288,17
289,5
289,15
290,6
290,8
292,1
292,8
292,16
292,17
293,1
293,6
293,8
293,17
294,5
294,15
295,5
295,15
296,5
296,6
296,8
296,17
297,8
298,8
299,8
300,8
301,8
301,15
302,8
302,15
303,1
303,17
303,19
304,5
304,8
305,5
306,8
307,8
308,5
308,8
309,8
310,5
311,11
311,17
312,5
313,3
313,4
314,4
314,8
314,9
314,14
315,1
315,8
315,17
316,1
316,2
316,16
317,5
317,8
317,9
318,6
318,8
319,5
319,8
319,17
320,10
320,17
321,8
322,5
322,8
324,5
324,8
325,5
326,8
327,1
327,5
327,16
328,11
328,17
329,2
329,8
329,16
330,1
330,6
330,11
331,8
332,11
332,16
333,5
334,8
335,14
335,17
336,8
336,18
337,8
338,1
338,16
338,17
339,5
339,15
340,2
340,8
340,18
341,8
342,5
343,4
344,5
345,5
345,8
346,8
346,13
347,8
347,10
347,15
348,5
349,1
349,6
349,8
349,17
350,8
350,14
350,17
351,5
351,8
351,15
352,5
352,8
353,1
353,6
353,9
353,17
354,8
355,4
355,5
355,9
356,5
356,8
356,15
356,18
357,5
357,15
358,8
359,5
359,8
359,15
360,1
360,5
361,5
361,8
361,15
362,2
362,4
362,15
363,7
364,2
364,3
364,4
364,8
364,13
364,12
365,8
366,8
366,11
366,14
366,17
367,1
367,5
367,6
367,9
368,2
368,5
368,19
369,8
370,1
370,5
371,5
371,8
372,5
372,8
372,15
373,17
374,4
374,5
375,8
376,1
376,17
377,1
377,15
377,17
378,5
378,15
379,1
379,16
379,17
380,1
380,2
380,5
380,15
380,17
381,8
381,15
382,8
382,11
382,15
382,17
383,19
384,1
384,6
384,8
385,8
386,8
387,1
387,5
388,8
389,8
389,15
389,18
390,1
390,6
390,8
391,6
391,8
392,2
392,3
393,1
393,2
393,9
394,5
395,8
395,9
395,15
396,8
397,11
398,7
399,8
400,8
401,1
401,17
402,5
403,5
403,6
403,8
405,1
405,9
406,8
407,11
407,17
408,8
409,6
409,8
410,4
410,5
410,9
411,5
411,7
412,8
413,5
414,5
415,5
415,17
416,19
417,5
417,15
418,8
419,5
420,1
420,5
420,6
420,17
421,2
421,4
421,8
422,17
423,1
423,17
424,8
425,8
425,15
426,11
426,16
426,17
427,8
427,14
427,15
427,17
428,8
429,5
430,5
430,8
431,6
431,8
432,2
432,5
432,19
433,5
434,1
434,2
434,17
435,5
435,16
436,8
436,17
437,5
438,1
438,5
438,8
439,8
440,5
440,15
441,5
442,1
442,2
442,16
443,2
443,7
444,5
444,15
445,5
446,8
446,15
447,5
447,15
448,8
449,5
450,5
450,8
451,8
451,14
451,15
452,8
453,5
453,15
454,8
454,17
455,2
455,4
455,8
456,6
456,8
456,17
457,17
458,8
458,19
459,1
459,2
459,6
459,8
459,15
459,17
460,5
461,8
461,15
462,1
462,2
463,6
463,8
463,17
464,1
464,2
464,6
464,17
465,1
465,8
465,18
466,1
466,5
466,18
467,5
468,5
468,15
469,8
469,15
470,5
471,5
472,5
472,8
473,5
473,18
474,1
474,17
475,8
476,5
476,8
477,8
477,13
478,5
478,6
478,8
479,1
479,6
479,17
480,1
480,2
480,16
480,17
481,8
481,17
482,6
482,8
482,17
483,8
484,2
484,4
485,1
485,2
485,5
485,9
486,5
487,5
487,19
488,8
488,15
489,5
490,17
491,8
492,5
492,14
493,1
493,6
493,8
494,1
494,2
494,17
495,8
496,5
496,8
496,15
496,17
497,5
497,15
498,8
498,15
499,5
499,15
500,5
500,8
501,8
502,1
502,4
502,15
503,8
504,1
504,8
504,16
505,5
506,8
506,9
506,15
507,6
507,8
507,17
508,8
509,8
509,15
510,8
511,1
511,8
512,11
512,16
513,5
513,14
513,15
514,5
515,8
515,15
516,5
516,8
517,1
517,8
517,14
518,5
519,1
519,6
519,8
519,16
519,17
520,5
521,6
521,17
522,1
522,8
523,8
524,8
525,8
526,8
527,8
527,18
528,5
528,8
529,8
530,8
531,4
531,8
532,5
532,6
532,11
533,1
533,2
533,9
533,14
534,8
534,15
535,8
536,8
537,8
538,8
539,5
539,8
539,15
540,17
541,1
541,16
541,17
542,5
542,8
542,15
543,5
543,15
543,17
544,1
544,6
546,1
546,2
546,4
546,5
546,9
546,16
547,1
547,2
547,17
548,1
548,14
548,17
549,8
549,13
550,5
550,15
551,3
551,4
551,9
551,13
552,1
552,2
552,5
552,15
553,1
553,8
553,19
554,6
554,8
554,17
555,6
555,17
556,7
558,1
558,2
558,3
558,4
558,9
559,5
560,8
561,8
561,17
562,5
562,8
563,8
563,15
564,5
565,8
565,11
566,5
566,15
567,5
567,8
568,5
568,8
569,5
569,8
570,5
570,8
571,8
571,15
572,8
573,8
574,5
574,8
575,4
575,5
576,5
577,2
577,4
577,8
579,6
579,17
580,8
581,7
582,5
582,8
583,5
583,8
584,8
584,15
585,5
586,4
586,5
587,5
587,8
587,9
587,15
587,17
588,2
588,3
588,4
588,5
588,13
589,1
589,16
590,2
590,8
590,19
591,1
591,8
591,17
592,1
592,6
592,17
593,6
593,11
593,17
594,3
594,4
594,8
594,9
594,13
595,3
595,4
595,9
595,13
595,15
595,12
596,3
596,4
596,9
596,13
597,5
597,15
598,5
598,9
599,2
599,19
600,1
600,5
600,6
601,8
602,7
603,5
605,8
605,15
606,9
606,11
607,8
608,5
608,6
608,8
608,17
609,2
609,4
610,1
610,2
610,3
610,11
610,16
611,1
611,11
611,16
612,5
613,8
613,15
614,8
614,17
615,5
615,8
616,3
616,4
617,5
617,8
618,5
618,15
619,5
620,8
621,8
623,15
625,8
626,5
627,8
627,17
628,6
628,8
628,14
628,17
629,8
630,8
630,15
631,2
631,3
631,4
631,9
631,13
631,15
632,8
632,18
633,5
634,5
635,5
635,8
636,8
637,5
638,15
639,5
639,8
640,8
640,17
641,2
641,4
641,5
642,8
643,5
644,5
645,8
647,1
647,6
647,8
647,18
648,1
648,2
648,14
648,17
649,5
649,8
650,8
651,5
652,11
652,14
652,17
653,1
653,2
653,9
654,8
654,15
655,5
656,5
657,5
657,8
658,8
658,13
659,6
659,8
659,17
660,8
661,2
661,3
661,4
661,9
661,13
662,17
663,5
664,5
665,5
665,8
665,18
666,8
666,15
666,18
667,1
668,8
670,8
671,5
671,16
672,8
673,2
673,3
673,4
673,5
673,9
673,16
674,2
674,5
674,16
675,1
675,8
675,17
676,5
676,11
676,16
678,8
678,17
679,8
680,8
680,14
680,15
680,16
680,17
681,6
682,7
682,8
683,7
684,8
685,8
687,8
687,15
688,1
688,2
688,5
688,18
690,8
690,15
691,5
691,15
692,1
692,16
692,17
693,8
694,1
694,6
694,8
695,14
695,17
696,8
696,17
697,8
697,15
698,8
700,5
701,8
702,8
703,8
704,1
704,2
705,5
706,8
707,6
707,8
707,17
708,5
708,15
709,2
709,3
709,4
709,5
709,13
710,5
711,2
711,4
712,6
712,8
712,15
712,17
713,8
714,8
714,14
714,19
715,8
715,15
716,6
717,5
718,5
718,9
718,16
719,5
720,2
720,3
720,5
722,7
723,8
724,8
724,9
724,11
724,17
725,5
726,8
727,7
728,5
729,8
731,6
731,17
732,6
733,1
733,2
733,17
734,5
735,11
736,1
736,2
736,15
736,17
737,1
737,16
738,8
739,5
741,3
741,16
742,11
742,17
743,5
744,8
745,3
745,4
745,5
746,10
747,5
748,1
748,16
748,17
749,8
750,5
750,18
751,5
751,11
752,5
752,7
752,15
753,5
753,8
753,15
754,2
754,4
755,4
755,8
756,7
757,8
758,8
759,7
760,8
760,18
761,1
761,2
762,5
762,6
763,5
763,8
764,8
764,15
765,5
765,8
766,8
767,5
767,8
768,8
769,7
771,5
771,8
772,5
773,8
774,8
775,11
775,14
776,5
776,8
777,18
778,5
778,6
778,8
779,8
779,15
780,1
780,2
780,16
780,17
781,8
782,8
782,17
783,3
783,4
783,8
783,13
783,15
784,5
784,17
785,5
786,1
786,8
786,17
787,7
788,5
788,9
788,15
788,16
789,8
790,8
792,9
793,8
794,5
794,8
795,8
796,8
797,5
798,1
798,2
798,8
798,17
799,5
799,11
799,17
800,8
800,14
800,19
801,4
801,5
802,8
802,15
803,5
803,8
803,15
804,5
804,15
805,8
805,17
806,6
806,8
807,5
807,15
808,2
808,4
809,1
809,2
810,4
810,5
810,9
812,8
813,5
814,8
815,1
815,14
815,17
816,8
818,5
819,5
819,8
820,8
821,8
821,15
822,8
822,15
822,18
823,8
824,8
824,14
825,5
825,15
827,8
828,2
828,4
829,5
829,9
829,13
830,5
831,8
832,6
832,17
833,5
834,5
835,8
836,1
836,2
836,17
837,4
837,5
837,9
838,5
838,8
838,15
839,1
839,17
840,4
840,5
841,11
842,5
842,11
844,8
845,8
846,8
847,5
847,8
848,8
849,1
849,2
849,16
849,17
850,6
850,8
851,8
852,5
852,8
852,15
853,8
854,8
855,8
856,5
857,8
858,6
858,8
859,7
860,5
861,1
861,5
861,6
861,17
862,8
864,5
864,8
865,8
866,6
866,8
866,15
866,17
867,5
867,6
868,5
869,6
869,8
869,13
869,17
870,5
871,5
872,8
873,8
874,6
874,8
875,1
875,6
875,8
876,1
876,5
876,6
876,17
877,5
877,8
878,8
879,11
879,17
880,16
880,17
881,4
881,5
882,8
882,17
884,8
885,4
885,8
885,9
886,1
886,5
886,6
887,8
889,8
889,15
890,17
891,11
891,17
892,5
892,8
892,15
893,8
894,15
895,8
896,8
897,2
897,8
897,15
897,18
898,5
898,8
898,15
899,5
899,13
899,15
900,13
900,15
901,5
901,13
902,8
902,15
903,8
903,14
903,15
903,17
904,14
904,17
905,5
905,15
906,8
906,17
907,5
907,13
907,15
908,1
908,2
908,14
908,15
908,17
909,5
909,8
909,15
910,5
910,6
911,5
911,6
911,14
911,15
911,17
912,8
912,15
913,10
913,14
914,5
914,8
914,13
914,15
915,5
915,15
916,5
916,8
916,15
917,4
917,8
918,13
919,2
919,4
919,9
919,13
920,8
920,15
920,18
921,5
922,8
922,10
922,15
923,8
923,14
924,2
924,8
924,16
925,2
925,15
925,18
926,8
927,5
928,8
928,14
928,15
928,17
929,8
929,10
929,14
929,17
930,10
930,15
930,17
931,14
931,15
931,17
932,8
932,15
933,6
933,14
933,15
933,17
934,5
935,5
935,13
936,5
936,15
937,5
937,15
938,13
939,5
939,8
940,1
940,2
940,15
941,2
942,6
942,10
942,14
943,8
943,9
943,15
944,8
945,5
945,13
945,15
946,5
946,8
946,18
947,5
947,15
948,8
948,15
948,19
949,8
950,5
950,6
951,5
951,15
952,2
952,5
953,4
953,8
953,9
953,15
954,8
955,5
955,15
956,8
956,15
957,8
958,5
958,14
959,8
960,6
960,8
961,8
962,6
962,8
963,13
964,15
964,19
965,8
965,14
965,17
966,8
966,18
967,19
968,11
968,16
968,17
969,2
969,5
969,15
969,18
970,2
970,5
970,6
970,8
970,15
971,8
972,8
973,5
973,8
974,8
974,15
975,5
975,13
976,15
976,18
977,14
979,8
979,18
980,1
981,8
982,8
983,15
984,5
984,8
985,7
986,2
986,4
987,8
987,15
988,5
988,8
989,8
990,1
990,2
990,17
991,8
992,17
993,8
994,5
994,8
996,1
996,6
996,8
996,17
997,8
997,17
998,1
998,6
999,6
999,10
1000,6
1001,5
1002,5
1002,15
1003,8
1003,17
1004,1
1004,17
1005,4
1005,5
1006,8
1007,4
1007,5
1007,19
1008,2
1008,19
1009,2
1009,4
1009,9
1010,4
1010,5
1011,4
1011,5
1011,9
1011,15
1012,4
1012,8
1013,4
1013,5
1013,15
1014,4
1014,5
1014,8
1015,2
1015,4
1015,8
1016,4
1016,5
1017,2
1017,4
1018,4
1018,5
1018,14
1019,2
1019,8
1019,16
1020,5
1021,4
1021,5
1022,3
1022,4
1022,9
1022,13
1022,15
1023,3
1023,4
1023,13
1024,3
1024,4
1024,13
1025,3
1025,4
1025,9
1025,13
1026,4
1026,8
1027,2
1027,8
1028,4
1028,5
1028,9
1028,13
1029,3
1029,4
1029,8
1029,13
1030,2
1030,3
1030,4
1030,13
1031,2
1031,4
1031,13
1032,2
1032,3
1032,4
1032,9
1032,13
1033,3
1033,4
1033,8
1034,5
1034,6
1034,8
1034,17
1035,13
1035,15
1036,1
1036,6
1036,17
1037,1
1037,11
1037,16
1037,17
1038,8
1039,7
1040,8
1041,8
1042,5
1042,8
1043,8
1043,15
1044,8
1045,5
1045,8
1046,8
1046,15
1047,1
1047,8
1047,17
1049,1
1049,2
1050,7
1050,8
1051,8
1052,8
1053,6
1053,8
1053,15
1054,8
1055,17
1056,8
1057,5
1057,13
1057,15
1058,8
1059,8
1059,15
1060,5
1060,8
1061,17
1062,8
1063,8
1065,14
1066,5
1066,13
1066,15
1067,5
1067,13
1067,15
1068,6
1068,10
1069,6
1069,10
1069,17
1070,2
1071,15
1071,18
1073,4
1073,5
1073,9
1073,13
1075,5
1075,15
1076,8
1076,11
1076,17
1077,5
1077,16
1078,5
1078,18
1079,5
1079,6
1080,5
1081,5
1081,13
1081,15
1082,8
1083,5
1083,13
1084,6
1084,8
1085,2
1085,8
1086,6
1086,14
1086,17
1087,13
1088,8
1088,13
1088,15
1089,6
1089,14
1089,17
1090,8
1090,18
1091,5
1092,6
1092,14
1092,17
1093,8
1094,8
1094,15
1094,17
1095,8
1096,8
1097,4
1097,8
1097,16
1098,5
1099,4
1099,8
1099,9
1100,1
1100,8
1100,15
1101,1
1101,15
1102,1
1103,8
1104,8
1105,11
1106,7
1109,8
1110,1
1111,7
1112,1
1112,5
1112,8
1113,5
1114,6
1114,8
1115,8
1116,8
1117,8
1118,1
1118,2
1118,6
1118,8
1118,19
1119,8
1120,5
1120,8
1121,8
1122,7
1123,7
1124,8
1125,5
1125,6
1126,5
1126,9
1127,1
1127,2
1127,16
1127,17
1128,11
1129,1
1129,2
1129,16
1129,17
1130,11
1130,14
1131,8
1131,14
1132,8
1133,5
1133,8
1134,1
1134,8
1135,5
1136,2
1136,5
1136,9
1137,15
1138,8
1139,8
1140,8
1141,8
1143,5
1144,7
1145,7
1146,5
1146,8
1147,7
1148,3
1148,4
1148,5
1148,6
1149,7
1149,8
1150,8
1151,3
1151,5
1151,8
1151,9
1152,6
1152,10
1152,17
1153,10
1154,10
1155,8
1156,8
1157,8
1158,5
1159,15
1160,5
1161,8
1161,18
1162,5
1162,8
1163,8
1164,8
1165,8
1165,17
1166,5
1167,5
1168,1
1168,2
1168,11
1169,7
1170,1
1171,5
1172,8
1173,5
1173,8
1174,5
1175,5
1175,8
1175,15
1176,8
1176,9
1176,15
1177,8
1177,15
1178,8
1178,18
1179,6
1179,8
1179,10
1180,5
1181,19
1183,8
1183,15
1183,18
1184,5
1184,8
1185,8
1186,8
1187,8
1188,5
1188,15
1189,7
1190,6
1190,8
1190,15
1191,7
1191,13
1192,7
1193,8
1194,5
1196,1
1196,2
1196,16
1197,1
1197,2
1197,5
1197,9
1197,15
1198,1
1198,2
1199,9
1199,16
1200,1
1200,2
1200,11
1200,16
1201,1
1201,2
1201,19
1202,5
1203,8
1204,2
1204,8
1204,18
1206,6
1206,8
1206,16
1206,17
1207,8
1208,1
1208,8
1208,18
1209,1
1209,8
1209,19
1210,1
1210,2
1210,16
1211,8
1211,9
1211,15
1212,10
1212,14
1212,17
1213,6
1213,8
1214,11
1214,16
1215,1
1215,2
1215,5
1215,9
1215,11
1216,2
1216,8
1216,15
1217,8
1217,18
1218,1
1218,6
1218,8
1218,17
1219,6
1219,11
1220,1
1220,5
1220,13
1221,6
1221,8
1222,8
1222,18
1223,2
1223,3
1223,4
1223,5
1223,16
1224,1
1224,8
1224,15
1224,18
1225,8
1226,8
1226,15
1227,6
1227,8
1228,8
1230,5
1230,15
1231,8
1232,8
1232,14
1232,16
1233,1
1233,8
1233,18
1234,5
1234,6
1235,5
1235,8
1235,15
1236,5
1236,8
1236,15
1237,8
1238,5
1240,1
1240,16
1240,17
1241,5
1241,9
1241,11
1242,8
1242,18
1243,5
1243,8
1244,5
1244,8
1244,15
1245,6
1245,8
1245,10
1245,17
1246,8
1247,5
1247,8
1247,15
1248,6
1248,10
1248,17
1249,1
1249,6
1249,15
1249,17
1250,2
1250,8
1250,18
1251,8
1251,9
1252,6
1252,10
1252,14
1252,17
1253,8
1253,16
1253,17
1254,1
1254,2
1254,8
1254,19
1255,5
1255,11
1255,16
1256,5
1256,13
1256,18
1257,5
1257,15
1258,11
1259,2
1259,8
1260,6
1260,10
1260,17
1261,1
1261,5
1261,9
1261,11
1262,1
1262,2
1262,8
1262,18
1263,8
1263,18
1264,1
1264,8
1264,14
1264,15
1264,17
1265,5
1265,9
1265,15
1266,8
1266,19
1267,6
1267,17
1267,18
1268,5
1268,8
1269,5
1269,14
1269,17
1270,2
1270,5
1270,16
1271,5
1271,6
1271,8
1272,8
1272,18
1273,5
1273,8
1273,10
1274,1
1274,2
1274,3
1274,16
1275,1
1275,2
1275,9
1276,8
1277,5
1277,8
1277,15
1278,5
1278,9
1279,5
1279,8
1280,8
1281,5
1281,8
1281,18
1282,3
1282,4
1282,9
1282,13
1283,8
1283,19
1284,6
1284,10
1284,14
1285,5
1286,8
1286,15
1287,1
1287,2
1287,8
1288,5
1289,7
1290,8
1290,15
1291,1
1291,2
1292,5
1292,8
1293,8
1295,8
1296,8
1296,15
1297,5
1298,8
1298,13
1299,8
1299,18
1300,5
1300,8
1301,8
1301,16
1302,4
1302,8
1302,9
1303,2
1303,8
1304,1
1304,19
1305,8
1305,15
1306,2
1306,8
1306,16
1307,5
1307,15
1308,5
1309,8
1309,15
1310,7
1311,5
1312,8
1313,6
1314,15
1315,7
1317,5
1318,5
1318,8
1319,7
1320,1
1320,11
1320,16
1320,17
1321,5
1321,11
1321,17
1322,11
1323,11
1324,11
1325,11
1326,11
1327,8
1327,11
1327,14
1327,17
1328,11
1329,11
1330,11
1331,11
1332,11
1332,17
1333,11
1333,17
1334,11
1334,16
1335,11
1335,14
1336,11
1336,17
1337,8
1337,11
1337,17
1339,9
1339,11
1339,15
1339,17
1340,8
1340,11
1340,16
1341,11
1342,11
1342,17
1343,17
1344,6
1344,8
1344,17
1345,8
1345,9
1345,11
1345,17
1346,8
1346,9
1346,11
1347,11
1347,17
1348,11
1349,11
1350,11
1350,14
1350,17
1351,6
1351,8
1351,17
1352,6
1352,17
1353,5
1353,8
1353,15
1354,8
1354,14
1355,11
1355,17
1356,1
1356,2
1356,16
1356,17
1357,8
1357,15
1358,8
1359,4
1359,5
1360,8
1361,7
1363,8
1364,8
1365,8
1366,8
1367,2
1367,4
1367,5
1368,8
1369,8
1369,17
1370,1
1370,2
1370,17
1371,2
1371,16
1372,1
1372,14
1372,16
1373,1
1373,16
1374,1
1374,2
1374,16
1374,17
1375,1
1375,2
1375,16
1376,2
1376,5
1376,16
1377,1
1377,6
1378,1
1378,5
1378,19
1379,1
1379,19
1380,5
1380,13
1380,15
1381,5
1381,13
1381,15
1382,1
1382,8
1383,1
1383,16
1384,8
1385,1
1385,8
1385,17
1386,19
1387,1
1387,11
1388,11
1388,17
1389,1
1389,11
1390,5
1391,1
1391,5
1391,16
1392,5
1392,8
1393,8
1393,15
1394,5
1395,5
1395,8
1396,1
1396,5
1396,6
1396,8
1396,16
1397,8
1398,15
1398,18
1399,8
1400,8
1401,8
1404,6
1404,8
1405,2
1405,3
1405,5
1405,6
1406,6
1406,8
1406,14
1406,17
1407,5
1407,11
1407,14
1407,17
1408,1
1408,15
1408,18
1408,19
1409,5
1409,8
1409,9
1409,15
1410,5
1410,8
1411,6
1411,8
1411,15
1412,8
1413,8
1414,5
1415,6
1415,8
1415,15
1416,8
1416,13
1417,8
1419,2
1419,8
1420,7
1422,6
1422,8
1422,14
1422,17
1423,8
1424,1
1425,5
1426,4
1427,1
1427,17
1428,8
1429,1
1429,2
1429,5
1429,17
1430,5
1430,17
1431,1
1431,5
1432,1
1432,5
1432,6
1432,8
1432,17
1433,11
1433,16
1433,17
1436,5
1437,8
1438,1
1438,17
1439,5
1440,5
1441,5
1441,15
1442,8
1444,5
1445,5
1445,18
1446,5
1446,8
1447,6
1448,7
1449,5
1450,18
1453,5
1453,15
1454,5
1454,8
1455,5
1455,15
1456,5
1457,5
1457,8
1457,15
1458,8
1458,9
1458,15
1459,14
1459,17
1460,4
1460,5
1460,14
1461,5
1462,7
1463,5
1463,15
1464,6
1464,8
1464,9
1464,10
1464,14
1464,15
1465,1
1465,8
1466,6
1466,8
1467,5
1467,8
1468,5
1468,15
1470,7
1471,8
1472,6
1472,17
1473,1
1473,5
1473,6
1473,8
1474,4
1474,5
1475,15
1476,5
1476,8
1477,15
1479,1
1479,15
1479,16
1479,17
1480,8
1480,17
1482,5
1482,8
1483,8
1483,17
1484,5
1484,8
1484,14
1484,15
1485,5
1486,8
1487,8
1487,13
1488,1
1488,8
1488,17
1489,3
1489,4
1489,13
1490,5
1493,15
1495,1
1495,2
1495,4
1496,8
1496,15
1497,1
1498,8
1498,15
1499,1
1499,2
1499,17
1500,5
1500,6
1500,15
1501,6
1502,8
1502,15
1503,5
1504,8
1507,8
1507,18
1508,8
1509,8
1510,8
1511,5
1511,15
1513,5
1514,15
1515,1
1515,8
1515,17
1516,5
1517,1
1517,2
1517,5
1518,1
1518,17
1519,8
1520,15
1522,8
1523,1
1523,6
1523,15
1524,8
1525,1
1525,2
1525,4
1525,9
1526,5
1527,1
1527,2
1527,5
1527,16
1528,5
1529,5
1529,8
1531,8
1532,5
1533,8
1534,8
1535,8
1535,15
1537,5
1537,8
1537,15
1538,2
1538,4
1539,5
1539,6
1541,5
1541,15
1542,5
1542,8
1542,15
1543,8
1544,1
1544,2
1544,16
1544,17
1545,8
1546,5
1547,4
1547,8
1548,8
1549,8
1549,15
1550,5
1550,15
1551,2
1551,4
1551,8
1552,1
1552,2
1552,17
1553,5
1554,8
1554,15
1555,8
1556,1
1556,15
1556,17
1557,8
1558,5
1559,8
1561,5
1562,1
1562,2
1562,9
1562,17
1563,8
1564,5
1564,8
1564,15
